date,region,phenomena,county,pm10_quality,air_pressure,temperature,humidity
12/24/2023,Muntenia,"['Viscol', 'Vijelie', 'Caniculă']",B,14.99,995.95,5.005,76.57142857
12/25/2023,Muntenia,"['Caniculă', 'Furtună', 'Vijelie']",B,15.068,997.5875,10.43875,65.57142857
12/26/2023,Muntenia,"['Inundație', 'Caniculă']",B,21.658,1002.0375,10.86375,67.28571429
12/27/2023,Muntenia,"['Ceata', 'Vijelie']",B,31.2,1007.575,8.72375,73.28571429
12/28/2023,Muntenia,['Ceață'],B,34.978,1012.875,5.55625,79.42857143
12/29/2023,Muntenia,['Ceață'],B,40.46,1006.85,5.64625,77.85714286
12/30/2023,Muntenia,['Ceață'],B,37.096,1005.3,5.57625,82.71428571
12/31/2023,Muntenia,['Vreme frumoasă'],B,60.572,1006.6125,5.725,84.14285714
1/1/2024,Muntenia,['Inundație'],B,67.312,1001.0125,5.1625,86
1/2/2024,Muntenia,"['Cer curat', 'Vant activ']",B,33.664,1000.3875,6.23125,79.71428571
1/3/2024,Muntenia,"['Vreme schimbătoare', 'Vânt activ', 'Inundație']",B,28.766,995.95,5.2175,84.28571429
1/4/2024,Muntenia,"['Soare', 'Vant activ', 'Ploaie']",B,24.592,992.3875,8.0225,85.57142857
1/5/2024,Muntenia,"['Căldură', 'Ceață']",B,27.086,999.9625,8.54875,71.71428571
1/6/2024,Muntenia,"['Caniculă', 'Furtună', 'Inundație']",B,55.892,997.9375,7.25375,76.28571429
1/7/2024,Muntenia,"['Ploi', 'Lapoviță', 'Ploi', 'Ninsori', 'Polei', 'Vânt puternic', 'Viscol']",B,31.532,988.2875,5.75,95.14285714
1/8/2024,Muntenia,"['Ploaie', 'Lapoviță', 'Ninsori', 'Ger', 'Viscol', 'Viscol', 'Ninsori', 'Polei']",B,21.204,998.2625,-0.2375,82.85714286
1/9/2024,Muntenia,"['Ninsori', 'Fulgi de zapadă', 'Vânt puternic', 'Ger', 'Viscol']",B,23.928,1015.925,-3.69875,66.14285714
1/10/2024,Muntenia,"['Ger', 'Viscol']",B,33.54,1018.775,-3.3775,74.28571429
1/12/2024,Muntenia,['Ninsori trecatoare'],B,24.03875,1006.7125,-2.16,81
1/13/2024,Muntenia,['Ninsori'],B,17.9575,1006.7125,-2.17,76.57142857
1/14/2024,Muntenia,"['Fulger', 'Ninsoare']",B,16.9525,998.2375,-0.7,75.85714286
1/15/2024,Muntenia,['Ploaie'],B,35.3275,992.975,2.09125,69.28571429
1/16/2024,Muntenia,"['Ger', 'Ninsoare', 'Vijelie']",B,21.7125,995.525,3.5925,69.71428571
1/17/2024,Muntenia,"['Inundație', 'Ploaie', 'Ninsoare', 'Vânt puternic', 'Ger', 'Viscol']",B,30.83625,1002.8125,0.98125,72.875
1/18/2024,Muntenia,"['Ploaie', 'Inundație', 'Ninsoare', 'Lapoviță']",B,34.07875,992.0375,5.18,76.42857143
1/19/2024,Muntenia,"['Secetă', 'Ploi', 'Ninsori', 'Viscol', 'Furtună', 'Ceață', 'Viscol', 'Ninsoare', 'Viscol']",B,28.895,992.9125,5.89375,88.71428571
1/21/2024,Muntenia,"['Ceata', 'Ger']",B,9.77625,1020.5625,-3.9275,94.42857143
1/22/2024,Muntenia,"['Ceata', 'Inundație', 'Avalanșă', 'Ceață', 'Ghețuș']",B,20.585,1023.7,-6.27125,92.71428571
1/23/2024,Muntenia,"['Ceată', 'Innorări', 'Frig patrunzător']",B,26.13666667,1015.0625,-6.43625,94.71428571
1/24/2024,Muntenia,"['Innorări', 'Ceață', 'Vânt puternic', 'Polei']",B,26.58666667,1013.85,-3.67,96.14285714
1/25/2024,Muntenia,"['Ninsori', 'Viscol']",B,26.09222222,1002.6,1.36125,85.71428571
1/26/2024,Muntenia,"['Ninsori', 'Lapoviță', 'Polei']",B,24.45555556,1005.75,2.92625,81
1/27/2024,Muntenia,"['Viscol', 'Ninsoare', 'Lapoviță', 'Vant puternic']",B,34.57777778,1007.6375,1.0975,87.85714286
1/28/2024,Muntenia,"['Ninsori', 'Lapoviță', 'Ninsoare', 'Scădere temperaturi']",B,21.5,1017.7875,2.01,79.28571429
1/29/2024,Muntenia,"['Fulger', 'Lapoviță', 'Caniculă']",B,22.28111111,1025.925,1.21875,79
1/30/2024,Muntenia,['Ger'],B,26.729,1027.3625,0.87,73.71428571
1/31/2024,Muntenia,"['Ceață', 'Ger']",B,27.266,1021.1875,0.98,76.85714286
2/1/2024,Muntenia,['Ninsori'],B,32.246,1012,1.80875,75.71428571
2/2/2024,Muntenia,"['Ploaie', 'Lapovita', 'Vant activ']",B,35.032,1010.8,2.595,83
2/3/2024,Muntenia,"['Vant puternic', 'Caniculă']",B,24.543,1007.575,3.58125,82.42857143
2/4/2024,Muntenia,"['Ceață', 'Ploaie', 'Caniculă', 'Vijelie']",B,21.824,1003.45,6.4975,76.28571429
2/5/2024,Muntenia,"['Vânt puternic', 'Viscol', 'Ninsori viscolite', 'Vânt puternic', 'Caniculă']",B,20.96142857,998.6,11.63625,62.71428571
2/6/2024,Muntenia,['Vant puternic'],B,23.18142857,1000.925,13.205,51.57142857
2/7/2024,Muntenia,"['Vreme foarte caldă', 'Ploaie']",B,24.15333333,996.8,11.11,60
2/8/2024,Muntenia,['Vreme caldă'],B,25.105,995.4375,11.1825,61.71428571
2/9/2024,Muntenia,"['Vreme frumoasă', 'Vreme caldă']",B,31.913,994.3125,10.42375,63.42857143
2/10/2024,Muntenia,"['Temperaturi ridicate', 'Innouri', 'Vreme placuta', 'Posibila ploaie', 'Temperaturi mari', 'Innouri', 'Vant linistit', 'Innouri', 'Temperaturi ridicate', 'Innouri', 'Posibila ploaie', 'Vijelie']",B,33.192,993.75,11.66375,59.85714286
2/11/2024,Muntenia,"['Ploaie', 'Vânt puternic', 'Vijelie']",B,24.917,991.9625,14.2875,56.85714286
2/12/2024,Muntenia,"['Furtună', 'Averse', 'Descărcări electrice', 'Caniculă', 'Inundație', 'Avalanșă']",B,27.26428571,990.1,11.51625,79
2/13/2024,Muntenia,"['Ploaie', 'Ninsori', 'Vânt puternic', 'Inundație', 'Vânt puternic']",B,18.51428571,993.95,8.615,87.28571429
2/14/2024,Muntenia,"['Inundație', 'Avalanșă', 'Furtună', 'Viscol', 'Ploaie']",B,19.23777778,1004.1875,8.27125,82.28571429
2/15/2024,Muntenia,"['Caniculă', 'Fulger']",B,21.11272727,1009.6125,7.1925,69
2/18/2024,Muntenia,['Ploaie'],B,32.71545455,1015.9875,4.49625,87.71428571
2/19/2024,Muntenia,"['Ceată', 'Cer acoperit', 'Ploaie slabă']",B,27.15636364,1014.5875,6.22125,69.875
2/20/2024,Muntenia,"['Innorări', 'Ploi slabe']",B,31.84727273,1010.825,6.28375,75
2/21/2024,Muntenia,['Ploaie'],B,36.77818182,1009.9875,7.2575,80.14285714
2/22/2024,Muntenia,['Ceață'],B,27.82818182,1006,6.49875,75.28571429
2/23/2024,Muntenia,"['Secetă', 'Caniculă']",B,38.80818182,1000.175,10.215,58.57142857
2/24/2024,Muntenia,"['Vreme frumoasă', 'Caniculă']",B,41.28272727,1001.7,12.61375,58.42857143
2/25/2024,Muntenia,['Ploaie'],B,31.29727273,1002.85,12.3825,73.42857143
2/26/2024,Muntenia,['Ploaie'],B,27.03125,1001.1625,10.245,79.57142857
2/27/2024,Muntenia,['Caniculă'],B,22.59875,1007.0875,8.52375,76.71428571
2/28/2024,Muntenia,"['Burniță', 'Ceata']",B,21.98111111,1009.8,7.41875,82.14285714
2/29/2024,Muntenia,"['Ceata', 'Furtună', 'Vijelie', 'Fulger', 'Ploaie']",B,25.32727273,1009.1875,6.8175,94.85714286
3/1/2024,Muntenia,"['Ploi slabe', 'Vant activ', 'Ploaie', 'Vant insistent']",B,23.37272727,1004.575,8.01625,85
3/2/2024,Muntenia,['Ploaie'],B,26.34272727,1001.2,8.835714286,69.33333333
3/3/2024,Muntenia,['Ploaie'],B,32.07545455,1001.785714,8.187142857,65.33333333
3/4/2024,Muntenia,"['Ploaie', 'Inundație']",B,30.37090909,1000.9375,9.69875,71.14285714
3/6/2024,Muntenia,"['Ploaie', 'Lapoviță', 'Ninsoare', 'Vânt puternic', 'Burniță', 'Ploaie slabă']",B,35.52090909,1004.75,7.41375,72.42857143
3/7/2024,Muntenia,"['Ploi', 'Lapoviță', 'Vânt', 'Caniculă', 'Incendii', 'Secetă']",B,35.48181818,1006.65,6.73,61.71428571
3/8/2024,Muntenia,"['Ploi', 'Ceata']",B,32.09,1008.775,5.29,69.57142857
3/9/2024,Muntenia,"['Vreme frumoasă', 'Ploaie', 'Ceata', 'Ghetuș']",B,28.99454545,1007.475,6.5625,69.57142857
3/10/2024,Muntenia,"['Furtună', 'Vijelie', 'Ploaie', 'Ceată']",B,29.52,1004.9,8.30875,61.14285714
3/11/2024,Muntenia,"['Ploaie', 'Vânt puternic', 'Furtună', 'Vijelie', 'Inundație', 'Viscol', 'Vânt puternic', 'Ploaie']",B,27.75625,1003.175,9.54125,76.28571429
3/12/2024,Muntenia,"['Ploaie', 'Ploaie']",B,27.29125,997.4625,8.74,92.57142857
3/13/2024,Muntenia,"['Ceata', 'Ploi', 'Vreme mohorâtă', 'Ploi', 'Ninsori', 'Viscol', 'Precipitații', 'Ninsori']",B,24.13777778,996.8375,8.81625,96.28571429
3/14/2024,Muntenia,"['Ploaie', 'Vânt puternic']",B,19.24454545,1002.7125,6.355,90
3/15/2024,Muntenia,"['Ploaie', 'Ceata']",B,25.21,1006.025,6.48375,82.85714286
3/16/2024,Muntenia,"['Soare', 'Timp frumos', 'Vânt domol']",B,28.98090909,1007.5625,9.185,76.42857143
3/17/2024,Muntenia,"['Cer senin', 'Vreme frumoasă', 'Vânt domol']",B,27.06,1005.9125,10.42625,73.28571429
3/18/2024,Muntenia,"['Ploaie', 'Vant activ', 'Viscol']",B,25.35545455,1001.3875,9.58625,71.57142857
3/19/2024,Muntenia,"['Ploaie', 'Vânt activ', 'Ploaie']",B,24.93454545,1002.725,4.31625,82.42857143
3/20/2024,Muntenia,"['Ploi', 'Furtună']",B,25.88363636,1007.075,6.46375,69.42857143
3/21/2024,Muntenia,"['Înnorat', 'Ploi trecătoare', 'Vânt insistent']",B,18.12454545,1006.8625,6.63375,77.85714286
3/22/2024,Muntenia,"['Ceata', 'Soare', 'Incalzire']",B,21.56454545,1006.975,7.60625,73.28571429
3/23/2024,Muntenia,['Ploi'],B,21.09363636,1000.9125,11.1975,56.71428571
3/24/2024,Muntenia,"['Ploi', 'Vânt', 'Ninsori', 'Vânt puternic', 'Averse', 'Ninsori', 'Vânt puternic', 'Ploaie']",B,26.45181818,991.575,12.88125,57.14285714
3/25/2024,Muntenia,"['Ploi', 'Vânt puternic', 'Frig']",B,17.20875,991.7875,7.31625,81.57142857
3/26/2024,Muntenia,['Ploaie'],B,22.24875,999.4,9.46125,56.85714286
3/27/2024,Muntenia,"['Ploi slabe', 'Vânt insistent']",B,22.77,997.1125,11.25875,72
3/28/2024,Muntenia,"['Ploi', 'Furtună', 'Vânt puternic']",B,26.28090909,994.3375,13.555,69.71428571
3/29/2024,Muntenia,"['Vreme frumoasă', 'Vijelie']",B,25.93090909,1001.35,17.16125,52.85714286
3/31/2024,Muntenia,"['Caniculă', 'Caniculă']",B,39.96909091,1001.575,19.21375,62.85714286
4/1/2024,Muntenia,"['Caniculă', 'Furtună', 'Inundație', 'Vijelie', 'Ploaie', 'Vijelie']",B,49.268,999.8625,20.23875,58.28571429
4/2/2024,Muntenia,['Vânt puternic'],B,37.667,994.225,17.80125,49.85714286
4/3/2024,Muntenia,['Ploi'],B,19.6,1001.7875,14.74375,49.71428571
4/5/2024,Muntenia,['Ploaie'],B,20.982,1006.5,16.04625,52.85714286
8/15/2023,Moldova,['Vreme frumoasă și caldă'],IS,53.6225,1014.2,23.49,54
8/16/2023,Moldova,"['Fulger', 'Ploaie', 'Caniculă', 'Disconfort termic']",IS,47.01,1012.95,25.79,55
8/17/2023,Moldova,['Caniculă'],IS,40.7575,1011.15,25.55,58
8/18/2023,Moldova,['Caniculă'],IS,47.145,1011.45,25.615,57
8/19/2023,Moldova,['Caniculă'],IS,34.72333333,1011.7,25.25,63
8/20/2023,Moldova,"['Caniculă', 'Ploi', 'Fulgere']",IS,35.02333333,1010.55,25.855,53
8/21/2023,Moldova,"['Caniculă', 'Disconfort termic']",IS,37.62,1010.25,26.16,62
8/22/2023,Moldova,"['Caniculă', 'Caniculă', 'Averse']",IS,33.93666667,1010.6,25.57,59
8/23/2023,Moldova,"['Grindină', 'Vijelie', 'Furtună', 'Fulger', 'Averse torențiale', 'Grindină', 'Caniculă']",IS,55.205,1009.2,23.785,61
8/25/2023,Moldova,"['Caniculă', 'Caniculă', 'Furtună', 'Grindină']",IS,48.0075,1007.05,25.505,53
8/26/2023,Moldova,"['Caniculă', 'Caniculă']",IS,30.13333333,1005.75,26.69,54
8/27/2023,Moldova,['Caniculă'],IS,22.04,1003.8,28.225,51
8/28/2023,Moldova,"['Caniculă', 'Caniculă', 'Caniculă', 'Averse', 'Caniculă']",IS,24.93666667,1000.95,29.405,40
8/29/2023,Moldova,"['Caniculă', 'Furtună', 'Ploi torențiale', 'Grindină', 'Vijelie']",IS,38.40666667,999.05,28.55,45
