date,region,phenomena,county,pm10_quality,air_pressure,temperature,humidity
2009-02-28,Dobrogea,['Rain'],CT,15.46,1008.35,5.2275,72.5
2009-02-28,Moldova,"['Snow', 'Sleet']",IS,75.43,1004.6,4.875,87.5
2009-02-28,Muntenia,"['Sleet', 'Snow', 'Rain']",B,50.0,1002.04,3.802,75.6
2009-02-28,Oltenia,['Rain'],DJ,59.05,1000.1,8.25,92.0
2009-02-28,Transilvania,"['Snow', 'Sleet']",BV,72.04,947.35,1.23,79.25
2009-03-01,Banat,['Rain'],TM,33.95333333,996.1,4.27,92.5
2009-03-01,Dobrogea,"['Variable sky', 'Rain']",CT,15.81,1012.975,4.05,68.75
2009-03-01,Moldova,"['Variable sky', 'Snow']",IS,43.88,1010.0,1.67,87.0
2009-03-01,Muntenia,"['Sleet', 'Rain']",B,59.0,1005.56,4.194,71.4
2009-03-01,Transilvania,"['Sleet', 'Snow']",BV,34.16,949.55,2.345,73.0
2009-03-02,Banat,['Rain'],TM,52.895,994.65,7.015,82.5
2009-03-02,Dobrogea,['Wind'],CT,17.57,1014.3,2.9025,58.25
2009-03-02,Muntenia,"['Rain', 'Sleet']",B,37.4,1007.22,2.166,56.6
2009-03-02,Transilvania,['Sleet'],BV,45.88,949.325,2.02,72.0
2009-03-03,Banat,['Sleet'],TM,88.91,995.5,6.91,87.5
2009-03-03,Dobrogea,"['Rain', 'Fog']",CT,22.67,1014.575,3.755,72.75
2009-03-03,Moldova,['Clear sky'],IS,129.1,1008.9,0.443333333,79.66666667
2009-03-03,Muntenia,"['Rain', 'Fog']",B,60.6,1006.26,4.142,63.8
2009-03-03,Oltenia,['Rain'],DJ,71.09,1006.0,6.71,79.0
2009-03-03,Transilvania,['Sleet'],BV,102.39,949.55,2.5075,71.5
2009-03-04,Banat,"['Rain', 'Wind']",TM,62.82333333,991.1,8.0,83.0
2009-03-04,Dobrogea,"['Rain', 'Wind']",CT,10.37,1012.975,6.4675,88.0
2009-03-04,Moldova,['Rain'],IS,108.97,1006.5,3.16,79.66666667
2009-03-04,Muntenia,"['Rain', 'Fog']",B,69.83333333,1003.4,5.718,82.6
2009-03-04,Oltenia,"['Rain', 'Wind']",DJ,32.73,1001.7,9.365,88.0
2009-03-04,Transilvania,"['Snow', 'Wind']",BV,79.85,946.35,4.89,75.0
2009-03-05,Banat,"['Rain', 'Flood', 'Wind']",TM,32.48,974.0,8.98,83.5
2009-03-05,Dobrogea,"['Rain', 'Wind']",CT,18.8,1002.1,7.3675,96.0
2009-03-05,Moldova,['Rain'],IS,49.14,998.0,5.123333333,88.33333333
2009-03-05,Muntenia,"['Rain', 'Cold weather', 'Flood', 'Wind']",B,27.125,990.88,6.618,87.8
2009-03-05,Oltenia,"['Rain', 'Wind', 'Flood']",DJ,34.18,986.65,9.105,97.0
2009-03-05,Transilvania,"['Wind', 'Sleet', 'Snow']",BV,48.88,934.475,6.54,73.75
2009-03-06,Dobrogea,['Rain'],CT,77.49,990.825,11.1825,88.75
2009-03-06,Moldova,['Rain'],IS,24.11,988.5,4.686666667,97.33333333
2009-03-06,Muntenia,"['Rain', 'Snow']",B,40.0,982.64,7.932,86.4
2009-03-06,Oltenia,['Rain'],DJ,35.27,980.1,12.055,94.5
2009-03-06,Transilvania,['Snow'],BV,38.52,928.075,8.01,76.5
2009-03-07,Dobrogea,"['Rain', 'Wind']",CT,32.86,991.65,9.6925,91.0
2009-03-07,Moldova,['Rain'],IS,42.61,985.65,7.9,95.66666667
2009-03-07,Muntenia,['Rain'],B,42.0,981.84,9.658,85.6
2009-03-07,Oltenia,['Rain'],DJ,11.635,980.2,11.765,91.0
2009-03-07,Transilvania,['Rain'],BV,28.89,926.4,8.925,73.25
2009-03-08,Moldova,"['Rain', 'Sleet', 'Snow']",IS,36.08,989.65,4.806666667,92.33333333
2009-03-08,Muntenia,['Rain'],B,14.375,988.26,6.258,88.0
2009-03-08,Transilvania,"['Sleet', 'Snow']",BV,36.7,933.95,2.5875,90.25
2009-03-09,Dobrogea,['Cloudiness'],CT,17.76,998.65,9.3925,63.0
2009-03-09,Moldova,['Cloudiness'],IS,43.69,991.25,6.056666667,86.33333333
2009-03-09,Muntenia,['Rain'],B,27.5,991.56,7.284,73.2
2009-03-09,Oltenia,['Rain'],DJ,16.995,990.5,10.69,75.0
2009-03-09,Transilvania,['Snow'],BV,15.72,936.775,4.6125,78.5
2009-03-10,Banat,['Rain'],TM,34.47,992.55,4.54,83.5
2009-03-10,Dobrogea,['Rain'],CT,12.96,1002.0,8.01,75.5
2009-03-10,Moldova,['Rain'],IS,78.15,998.4,5.466666667,82.66666667
2009-03-10,Muntenia,"['Rain', 'Sleet']",B,27.5,996.16,4.668,89.4
2009-03-10,Oltenia,['Rain'],DJ,24.175,995.9,6.9,93.0
2009-03-10,Transilvania,"['Sleet', 'Rain']",BV,26.07,941.85,3.26,88.75
2009-03-11,Banat,['Rain'],TM,20.125,992.75,4.64,79.0
2009-03-11,Moldova,"['Rain', 'Sleet', 'Snow', 'Cloudiness']",IS,76.51,1003.5,6.573333333,70.66666667
2009-03-11,Muntenia,"['Rain', 'Sleet', 'Snow']",B,39.0,1003.54,4.41,83.2
2009-03-11,Oltenia,"['Rain', 'Sleet']",DJ,20.905,1002.65,6.885,87.0
2009-03-11,Transilvania,"['Snow', 'Sleet']",BV,30.98,947.025,4.405,66.25
2009-03-12,Banat,"['Rain', 'Good weather']",TM,60.165,997.85,5.43,82.5
2009-03-12,Dobrogea,"['Rain', 'Sleet', 'Wind']",CT,13.14,1011.775,7.5575,85.5
2009-03-12,Moldova,"['Rain', 'Sleet', 'Wind']",IS,65.27,1004.9,6.48,83.0
2009-03-12,Muntenia,"['Rain', 'Snow', 'Sleet']",B,53.125,1003.3,6.002,70.6
2009-03-12,Oltenia,"['Rain', 'Sleet']",DJ,23.175,1003.55,7.945,84.0
2009-03-12,Transilvania,"['Snow', 'Sleet']",BV,60.5,948.175,4.1775,74.0
2009-03-13,Banat,['Rain'],TM,34.44,996.0666667,3.746666667,94.33333333
2009-03-13,Dobrogea,"['Rain', 'Sleet']",CT,25.64,1007.575,5.3775,90.75
2009-03-13,Moldova,"['Rain', 'Sleet', 'Snow']",IS,32.82,1003.2,3.106666667,95.66666667
2009-03-13,Muntenia,"['Rain', 'Sleet']",B,40.5,1000.44,4.476,71.0
2009-03-13,Oltenia,['Rain'],DJ,19.62,1001.95,6.035,88.0
2009-03-13,Transilvania,"['Sleet', 'Snow']",BV,56.6,944.85,3.505,72.25
2009-03-14,Banat,['Sleet'],TM,50.70333333,1005.233333,2.846666667,81.66666667
2009-03-14,Dobrogea,['Rain'],CT,17.97,1007.975,4.8925,81.0
2009-03-14,Moldova,"['Sleet', 'Rain']",IS,17.77,1003.75,3.503333333,95.0
2009-03-14,Muntenia,"['Rain', 'Sleet']",B,24.75,1001.98,4.676,72.6
2009-03-14,Oltenia,['Rain'],DJ,39.175,1003.95,7.555,73.0
2009-03-14,Transilvania,"['Snow', 'Sleet']",BV,53.87,947.775,0.9625,88.25
2009-03-15,Banat,['Good weather'],TM,55.165,1008.366667,5.23,70.33333333
2009-03-15,Dobrogea,['Rain'],CT,11.66,1013.5,6.15,63.5
2009-03-15,Muntenia,"['Rain', 'Sleet']",B,27.75,1007.42,5.876,51.4
2009-03-15,Oltenia,['Rain'],DJ,26.175,1009.05,7.445,70.0
2009-03-15,Transilvania,['Sleet'],BV,20.08,952.75,2.53,72.25
2009-03-16,Banat,"['Rain', 'Sleet']",TM,76.72,1009.966667,7.61,87.0
2009-03-16,Dobrogea,['Rain'],CT,26.73,1016.925,5.3675,82.5
2009-03-16,Moldova,"['Precipitation', 'Rain']",IS,36.8,1012.55,3.443333333,96.0
2009-03-16,Muntenia,['Rain'],B,39.0,1009.82,6.032,58.6
2009-03-16,Oltenia,['Rain'],DJ,19.54,1009.9,8.735,76.5
2009-03-16,Transilvania,"['Sleet', 'Snow']",BV,22.26,954.575,3.46,71.25
2009-03-17,Banat,"['Snow', 'Sleet']",TM,41.565,1011.833333,4.87,75.0
2009-03-17,Dobrogea,['Rain'],CT,32.62,1018.225,5.4375,93.75
2009-03-17,Moldova,"['Snow', 'Sleet']",IS,43.7,1014.3,3.983333333,93.66666667
2009-03-17,Muntenia,"['Rain', 'Sleet', 'Snow']",B,19.2,1011.92,3.784,85.2
2009-03-17,Oltenia,"['Rain', 'Sleet']",DJ,23.265,1011.8,6.855,94.5
2009-03-17,Transilvania,"['Snow', 'Rain', 'Sleet']",BV,55.78,955.675,2.68,78.5
2009-03-18,Banat,"['Rain', 'Wind']",TM,22.095,1000.133333,4.693333333,83.33333333
2009-03-18,Dobrogea,"['Rain', 'Snow']",CT,26.68,1008.125,4.525,94.0
2009-03-18,Moldova,"['Rain', 'Snow', 'Sleet']",IS,44.6,1001.8,4.283333333,86.66666667
2009-03-18,Muntenia,"['Rain', 'Sleet']",B,21.83333333,1001.02,3.56,89.0
2009-03-18,Oltenia,['Rain'],DJ,20.35,1000.8,7.245,81.0
2009-03-18,Transilvania,"['Snow', 'Sleet']",BV,43.43,945.8,1.7975,82.5
2009-03-19,Dobrogea,"['Whirlwind', 'Wind']",CT,8.41,1008.82,5.185,71.0
2009-03-19,Moldova,"['Sleet', 'Wind']",IS,66.9,1003.25,2.483333333,84.33333333
2009-03-19,Muntenia,['Sleet'],B,22.375,1002.16,2.486,83.8
2009-03-19,Oltenia,['Wind'],DJ,25.81,1003.3,5.25,73.5
2009-03-19,Transilvania,"['Snow', 'Wind']",BV,20.26,947.225,-0.0075,75.0
2009-03-20,Banat,"['Snow', 'Sleet']",TM,54.33,1007.85,2.02,71.0
2009-03-20,Muntenia,"['Snow', 'Sleet']",B,49.14285714,1008.04,3.234,60.4
2009-03-20,Oltenia,"['Sleet', 'Snow']",DJ,33.53,1009.25,4.875,76.5
2009-03-20,Transilvania,['Snow'],BV,33.34,952.575,0.225,64.25
2009-03-21,Banat,['Rain'],TM,34.36,1004.35,4.595,50.0
2009-03-21,Dobrogea,['Rain'],CT,24.7,1016.28,4.885,78.75
2009-03-21,Muntenia,['Rain'],B,28.75,1008.3,4.298,52.6
2009-03-21,Oltenia,['Rain'],DJ,24.0,1006.95,6.705,75.0
2009-03-21,Transilvania,['Snow'],BV,62.6,952.925,1.405,62.5
2009-03-22,Banat,"['Rain', 'Snow']",TM,28.05,996.85,4.85,53.0
2009-03-22,Dobrogea,['Rain'],CT,23.11666667,1007.04,5.6325,80.0
2009-03-22,Moldova,"['Variable sky', 'Snow', 'Sleet']",IS,67.81,1001.65,4.376666667,73.33333333
2009-03-22,Muntenia,"['Variable sky', 'Rain']",B,29.75,999.84,5.334,54.6
2009-03-22,Oltenia,['Rain'],DJ,28.36,1002.25,7.365,72.5
2009-03-22,Transilvania,"['Snow', 'Sleet']",BV,53.96,945.2,3.285,56.5
2009-03-23,Banat,"['Rain', 'Snow', 'Wind']",TM,57.14666667,991.0,8.22,57.0
2009-03-23,Dobrogea,['Rain'],CT,21.22,997.0,8.192,56.4
2009-03-23,Moldova,['Rain'],IS,60.56,992.0,5.526666667,82.33333333
2009-03-23,Muntenia,"['Rain', 'Wind']",B,39.5,993.12,5.196,63.4
2009-03-23,Oltenia,['Rain'],DJ,35.55,993.0,10.35,68.0
2009-03-23,Transilvania,"['Snow', 'Wind']",BV,50.42,937.975,4.1725,64.0
2009-03-24,Banat,['Snow'],TM,41.14,985.8666667,7.173333333,70.66666667
2009-03-24,Dobrogea,"['Rain', 'Wind']",CT,23.26333333,990.92,10.902,49.0
2009-03-24,Moldova,"['Rain', 'Snow']",IS,40.8,984.9,7.006666667,80.0
2009-03-24,Muntenia,"['Rain', 'Snow', 'Wind']",B,38.125,986.82,9.05,52.0
2009-03-24,Oltenia,"['Rain', 'Wind']",DJ,21.44,987.1,11.64,68.0
2009-03-24,Transilvania,"['Snow', 'Wind']",BV,48.06,931.325,6.3325,66.0
2009-03-25,Banat,['Snow'],TM,34.355,990.1333333,2.183333333,56.66666667
2009-03-25,Dobrogea,['Rain'],CT,16.2,992.34,8.1,57.8
2009-03-25,Moldova,"['Snow', 'Sleet']",IS,30.46,990.0,3.136666667,88.33333333
2009-03-25,Muntenia,['Sleet'],B,28.75,989.06,5.584,56.6
2009-03-25,Oltenia,['Rain'],DJ,12.9,993.3,6.89,69.0
2009-03-25,Transilvania,['Snow'],BV,40.34,935.05,0.7375,77.25
2009-03-26,Banat,['Rain'],TM,59.67,992.4,4.343333333,48.33333333
2009-03-26,Dobrogea,['Rain'],CT,13.53333333,1001.16,4.83,49.0
2009-03-26,Muntenia,"['Rain', 'Fog']",B,41.5,998.4,2.692,43.0
2009-03-26,Oltenia,['Rain'],DJ,25.8,998.65,3.225,71.0
2009-03-27,Banat,['Rain'],TM,59.41333333,994.5333333,6.6,58.66666667
2009-03-27,Dobrogea,['Rain'],CT,21.96,1004.6,5.772,51.0
2009-03-27,Moldova,"['Snow', 'Rain']",IS,96.28,1003.3,4.74,72.66666667
2009-03-27,Muntenia,['Rain'],B,57.125,1001.98,5.844,34.2
2009-03-27,Oltenia,"['Wind', 'Rain']",DJ,37.25,1001.95,11.27,60.0
2009-03-27,Transilvania,['Snow'],BV,31.43,946.25,2.885,60.75
2009-03-28,Banat,['Heatwave'],TM,42.18,994.6333333,12.41333333,44.33333333
2009-03-28,Dobrogea,['Rain'],CT,25.00666667,1008.2,7.498,56.8
2009-03-28,Moldova,['Rain'],IS,71.07,1004.6,9.766666667,62.33333333
2009-03-28,Muntenia,"['Rain', 'Heatwave']",B,65.625,1004.9,9.408,38.6
2009-03-28,Oltenia,['Heatwave'],DJ,40.33,1004.6,12.15,66.5
2009-03-29,Banat,"['Rain', 'Wind']",TM,39.92666667,992.2666667,13.56333333,50.0
2009-03-29,Dobrogea,"['Wind', 'Rain']",CT,18.56,1009.28,8.818,66.8
2009-03-29,Moldova,['Variable sky'],IS,74.34,1005.5,10.33,62.66666667
2009-03-29,Muntenia,['Rain'],B,44.625,1004.26,11.288,48.4
2009-03-29,Oltenia,['Rain'],DJ,33.79,1003.75,13.605,70.0
2009-03-29,Transilvania,['Rain'],BV,48.24,946.1333333,12.11333333,41.66666667
2009-03-30,Banat,['Rain'],TM,47.105,993.9666667,17.19666667,60.0
2009-03-30,Dobrogea,"['Rain', 'Lightning']",CT,32.53,1005.24,11.174,71.0
2009-03-30,Moldova,['Rain'],IS,102.0,1002.95,12.4,75.66666667
2009-03-30,Muntenia,"['Rain', 'Lightning']",B,62.66666667,1002.14,14.05,61.8
2009-03-30,Oltenia,"['Rain', 'Lightning']",DJ,17.26,1002.05,16.335,73.0
2009-03-30,Transilvania,['Rain'],BV,42.15,947.1,16.3325,52.0
2009-03-31,Banat,['Rain'],TM,46.8,1004.3,12.69666667,88.33333333
2009-03-31,Dobrogea,['Rain'],CT,32.48666667,1002.38,11.362,78.2
2009-03-31,Moldova,['Rain'],IS,83.23,1009.65,11.61,91.0
2009-03-31,Muntenia,"['Rain', 'Lightning']",B,60.6,1006.22,15.026,79.2
2009-03-31,Oltenia,"['Rain', 'Lightning']",DJ,26.53,1004.9,15.2,89.5
2009-04-01,Dobrogea,"['Rain', 'Wind']",CT,35.16666667,1001.02,11.14,83.2
2009-04-01,Moldova,"['Rain', 'Cloudiness']",IS,99.36,1009.95,10.85666667,91.0
2009-04-01,Muntenia,"['Rain', 'Cloudiness', 'Lightning']",B,42.4,1008.22,11.766,84.8
2009-04-01,Oltenia,"['Rain', 'Showers', 'Lightning']",DJ,25.62,1007.8,11.02,97.5
2009-04-02,Banat,['Rain'],TM,70.01,1003.633333,13.74333333,82.33333333
2009-04-02,Dobrogea,['Rain'],CT,33.98333333,1002.04,11.84,73.8
2009-04-02,Muntenia,"['Rain', 'Wind']",B,49.28571429,1009.74,10.334,83.0
2009-04-02,Oltenia,['Rain'],DJ,42.985,1009.65,11.02,94.5
2009-04-03,Banat,"['Frost', 'Rain']",TM,54.725,1007.0,14.88333333,62.0
2009-04-03,Oltenia,['Heatwave'],DJ,36.44,1011.75,12.82,76.5
2009-04-04,Banat,['Rain'],TM,42.975,1002.166667,15.42,54.66666667
2009-04-04,Transilvania,['Rain'],BV,29.89,952.25,12.4275,52.5
2009-04-05,Banat,['Good weather'],TM,53.51,999.7333333,16.57333333,47.33333333
2009-04-05,Dobrogea,['Good weather'],CT,19.81666667,998.62,11.19,51.8
2009-04-05,Moldova,['Good weather'],IS,139.25,1005.9,14.26,56.0
2009-04-05,Muntenia,['Good weather'],B,58.0,1005.64,14.772,44.0
2009-04-05,Transilvania,['Good weather'],BV,27.44,951.9,13.915,49.5
2009-04-06,Banat,['Showers'],TM,73.96,997.5333333,15.58666667,56.33333333
2009-04-06,Dobrogea,['Good weather'],CT,15.72,997.5,10.508,54.4
2009-04-06,Moldova,['Showers'],IS,118.58,1004.25,17.1,54.66666667
2009-04-06,Muntenia,['Showers'],B,45.125,1004.22,13.912,34.4
2009-04-06,Transilvania,['Showers'],BV,32.43,950.3,14.0975,44.75
2009-04-08,Banat,"['Rain', 'Good weather']",TM,29.255,998.8666667,17.07333333,40.66666667
2009-04-08,Dobrogea,['Rain'],CT,40.1825,996.78,14.698,48.2
2009-04-08,Moldova,['Rain'],IS,159.92,1004.7,15.15666667,64.0
2009-04-08,Muntenia,['Rain'],B,58.875,1004.26,15.71,30.0
2009-04-08,Transilvania,['Rain'],BV,46.79,951.075,13.6375,47.0
2009-04-09,Banat,"['Good weather', 'Showers', 'Lightning']",TM,46.56,1000.2,16.97666667,41.0
2009-04-09,Dobrogea,"['Wind', 'Showers']",CT,31.5475,1001.04,11.808,65.4
2009-04-09,Moldova,['Showers'],IS,92.65,1007.85,13.74333333,63.66666667
2009-04-09,Muntenia,"['Showers', 'Lightning']",B,57.625,1006.42,14.75,38.0
2009-04-09,Transilvania,"['Showers', 'Lightning']",BV,40.61,952.775,12.715,61.25
2009-04-11,Dobrogea,"['Wind', 'Rain']",CT,25.61666667,1002.4,10.208,72.0
2009-04-11,Muntenia,['Rain'],B,27.75,1007.08,10.642,53.8
2009-04-11,Oltenia,['Rain'],DJ,26.54,1004.7,12.925,78.0
2009-04-11,Transilvania,['Showers'],BV,19.35,950.075,12.885,62.75
2009-04-13,Banat,"['Showers', 'Rain']",TM,53.19,991.7666667,13.09,50.0
2009-04-13,Dobrogea,['Rain'],CT,26.74666667,997.56,9.836,69.8
2009-04-13,Moldova,['Rain'],IS,39.7,1004.6,10.75,66.33333333
2009-04-13,Muntenia,"['Rain', 'Lightning']",B,28.0,1003.32,8.26,65.0
2009-04-13,Oltenia,"['Rain', 'Lightning']",DJ,32.175,1001.55,8.62,82.0
2009-04-13,Transilvania,['Heatwave'],BV,10.54,946.325,11.53,35.75
2009-04-14,Banat,['Rain'],TM,45.72,990.6333333,10.96666667,73.33333333
2009-04-14,Dobrogea,['Rain'],CT,20.97,990.92,10.292,78.0
2009-04-14,Moldova,['Rain'],IS,59.29,999.25,10.41,66.0
2009-04-14,Muntenia,['Rain'],B,29.0,996.8,7.354,88.2
2009-04-14,Oltenia,['Rain'],DJ,32.995,997.2,8.64,93.0
2009-04-15,Banat,['Rain'],TM,43.39,994.4,13.71333333,65.0
2009-04-15,Dobrogea,['Rain'],CT,33.05333333,990.32,12.654,62.4
2009-04-15,Muntenia,['Rain'],B,35.25,998.6,12.976,57.0
2009-04-15,Transilvania,['Sleet'],BV,9.08,944.8,11.7525,52.5
2009-04-16,Banat,['Wind'],TM,43.04,995.8,14.85333333,56.66666667
2009-04-16,Dobrogea,['Showers'],CT,33.25333333,997.18,15.58,52.8
2009-04-16,Moldova,"['Rain', 'Showers']",IS,161.0,1001.9,12.17666667,59.66666667
2009-04-16,Muntenia,"['Rain', 'Showers']",B,44.875,1001.82,12.358,53.0
2009-04-16,Transilvania,['Showers'],BV,20.99,947.225,11.62,54.5
2009-04-17,Banat,['Showers'],TM,50.14333333,993.8666667,13.81666667,65.0
2009-04-17,Dobrogea,"['Rain', 'Lightning']",CT,29.715,994.6,12.28,55.6
2009-04-17,Moldova,['Frost'],IS,77.96,1002.05,13.45666667,55.33333333
2009-04-17,Muntenia,['Heatwave'],B,40.125,1002.54,13.486,41.6
2009-04-17,Oltenia,['Heatwave'],DJ,28.9,1001.15,15.34,67.5
2009-04-18,Banat,['Good weather'],TM,40.33666667,997.0,14.49333333,68.66666667
2009-04-18,Dobrogea,"['Rain', 'Wind']",CT,24.2875,991.95,12.1025,69.75
2009-04-18,Muntenia,"['Good weather', 'Rain', 'Wind']",B,35.625,1002.1,15.526,39.0
2009-04-18,Oltenia,"['Good weather', 'Rain', 'Wind']",DJ,35.26,1000.7,16.825,68.0
2009-04-18,Transilvania,['Good weather'],BV,13.54,948.4333333,14.86333333,49.0
2009-04-20,Banat,['Rain'],TM,21.02666667,1005.366667,18.12666667,69.33333333
2009-04-20,Dobrogea,['Rain'],CT,21.37,999.875,12.4775,83.0
2009-04-20,Moldova,"['Rain', 'Frost']",IS,33.9,1010.15,15.40333333,56.66666667
2009-04-20,Muntenia,"['Rain', 'Frost']",B,26.875,1010.1,14.016,79.8
2009-04-20,Oltenia,['Rain'],DJ,21.45,1009.55,16.825,82.0
2009-04-20,Transilvania,"['Lightning', 'Frost']",BV,10.27,954.9,15.80666667,60.0
2009-04-21,Banat,['Storm'],TM,33.97,998.1,16.75,84.0
2009-04-21,Dobrogea,['Rain'],CT,23.3325,999.2,12.588,70.2
2009-04-21,Muntenia,"['Rain', 'Storm']",B,29.125,1005.68,12.21,74.4
2009-04-21,Oltenia,"['Rain', 'Storm']",DJ,22.72,1004.35,16.555,82.5
2009-04-22,Banat,['Showers'],TM,32.90333333,997.7333333,15.42666667,63.33333333
2009-04-22,Dobrogea,"['Good weather', 'Rain']",CT,27.62,999.64,10.438,57.8
2009-04-22,Moldova,"['Clear sky', 'Rain']",IS,52.58,1010.3,10.52333333,43.0
2009-04-22,Muntenia,"['Clear sky', 'Rain']",B,27.0,1006.72,10.786,42.6
2009-04-22,Transilvania,['Rain'],BV,17.81,951.1333333,11.35666667,40.0
2009-04-23,Banat,"['Good weather', 'Clear sky']",TM,50.725,999.6333333,11.90666667,63.0
2009-04-23,Moldova,['Showers'],IS,77.6,1006.65,11.88666667,46.0
2009-04-23,Muntenia,['Showers'],B,33.125,1007.74,8.51,34.4
2009-04-23,Oltenia,['Showers'],DJ,16.0,1007.9,9.48,67.5
2009-04-23,Transilvania,['Wind'],BV,10.08,950.6,10.1,46.66666667
2009-04-24,Dobrogea,['Showers'],CT,25.606,1000.78,9.412,55.6
2009-04-24,Moldova,['Showers'],IS,69.08,1007.15,11.13666667,61.33333333
2009-04-24,Muntenia,"['Showers', 'Rain']",B,33.0,1007.28,11.592,48.2
2009-04-24,Oltenia,"['Showers', 'Rain']",DJ,20.53,1007.3,11.405,70.0
2009-04-25,Banat,"['Rain', 'Showers', 'Lightning', 'Wind']",TM,25.11,1003.833333,14.39666667,48.66666667
2009-04-25,Dobrogea,"['Rain', 'Showers', 'Lightning', 'Wind']",CT,20.36,1002.34,9.714,63.0
2009-04-25,Moldova,"['Rain', 'Showers', 'Lightning']",IS,52.76,1010.25,10.00333333,78.66666667
2009-04-25,Muntenia,"['Rain', 'Showers', 'Lightning', 'Wind']",B,25.875,1009.22,8.45,87.0
2009-04-25,Oltenia,"['Rain', 'Showers', 'Lightning', 'Wind']",DJ,36.8,1008.6,11.24,85.0
2009-04-25,Transilvania,"['Sleet', 'Wind']",BV,13.9,955.0,7.48,77.33333333
2009-04-26,Banat,['Rain'],TM,22.17,1009.4,12.7,49.66666667
2009-04-26,Dobrogea,"['Showers', 'Rain']",CT,21.062,1004.16,11.48,67.4
2009-04-26,Moldova,['Showers'],IS,54.75,1013.65,11.77666667,69.0
2009-04-26,Muntenia,"['Showers', 'Rain']",B,32.57142857,1013.72,9.168,69.0
2009-04-26,Oltenia,['Rain'],DJ,44.18,1014.1,10.305,82.0
2009-04-27,Banat,['Wind'],TM,31.58,1004.3,14.07666667,44.0
